Date,Open,High,Low,Close,Adj Close,Volume
2015-11-20,667.940002,668.869995,657.570007,668.450012,668.450012,3896100
2015-11-23,671.500000,682.770020,670.119995,678.989990,678.989990,4385100
2015-11-24,674.140015,675.799988,661.210022,671.150024,671.150024,4543400
2015-11-25,675.000000,679.700012,671.239990,675.340027,675.340027,2697900
2015-11-27,680.799988,680.989990,672.099976,673.260010,673.260010,1966800
2015-11-30,675.900024,681.289978,664.599976,664.799988,664.799988,5693200
2015-12-01,673.750000,681.000000,667.859985,679.059998,679.059998,4751200
2015-12-02,681.000000,684.820007,674.250000,676.010010,676.010010,4273500
2015-12-03,679.440002,682.789978,661.479980,666.250000,666.250000,5064700
2015-12-04,666.000000,674.780029,661.400024,672.640015,672.640015,4534800
2015-12-07,674.739990,675.460022,660.500000,669.830017,669.830017,3732800
2015-12-08,663.130005,679.989990,659.789978,677.330017,677.330017,3651900
2015-12-09,678.000000,679.000000,655.679993,664.789978,664.789978,5158200
2015-12-10,665.590027,668.530029,659.559998,662.320007,662.320007,3440200
2015-12-11,651.229980,657.880005,639.619995,640.150024,640.150024,5474400
2015-12-14,641.750000,658.590027,635.270020,657.909973,657.909973,4329700
2015-12-15,665.030029,671.500000,657.349976,658.640015,658.640015,4753400
2015-12-16,663.559998,677.349976,659.320007,675.770020,675.770020,3964500
2015-12-17,680.000000,682.500000,670.650024,670.650024,670.650024,3681600
2015-12-18,668.650024,676.840027,664.130005,664.140015,664.140015,6841300
2015-12-21,668.500000,669.900024,658.929993,664.510010,664.510010,3250900
2015-12-22,666.830017,668.489990,659.260010,663.150024,663.150024,2667800
2015-12-23,666.500000,666.599976,656.630005,663.700012,663.700012,2722900
2015-12-24,663.349976,664.679993,660.599976,662.789978,662.789978,1091200
2015-12-28,665.559998,675.500000,665.500000,675.200012,675.200012,3783600
2015-12-29,677.979980,696.440002,677.890015,693.969971,693.969971,5735000
2015-12-30,691.890015,695.489990,686.380005,689.070007,689.070007,3519000
2015-12-31,686.080017,687.750000,675.890015,675.890015,675.890015,3718200
2016-01-04,656.289978,657.719971,627.510010,636.989990,636.989990,9314500
2016-01-05,646.859985,646.909973,627.650024,633.789978,633.789978,5822600
2016-01-06,622.000000,639.789978,620.309998,632.650024,632.650024,5329200
2016-01-07,621.799988,630.000000,605.210022,607.940002,607.940002,7074900
2016-01-08,619.659973,624.140015,606.000000,607.049988,607.049988,5512900
2016-01-11,612.479980,619.849976,598.570007,617.739990,617.739990,4891600
2016-01-12,625.250000,625.989990,612.239990,617.890015,617.890015,4724100
2016-01-13,620.880005,620.880005,579.159973,581.809998,581.809998,7655200
2016-01-14,580.250000,602.250000,569.880005,593.000000,593.000000,7238000
2016-01-15,572.239990,584.619995,565.299988,570.179993,570.179993,7754500
2016-01-19,577.090027,584.000000,566.450012,574.479980,574.479980,4807200
2016-01-20,564.359985,578.450012,547.179993,571.770020,571.770020,7966400
2016-01-21,573.580017,588.809998,568.219971,575.020020,575.020020,4952200
2016-01-22,588.729980,600.099976,584.109985,596.380005,596.380005,5120100
2016-01-25,597.989990,608.500000,594.559998,596.530029,596.530029,4396100
2016-01-26,603.450012,604.500000,590.380005,601.250000,601.250000,3765700
2016-01-27,601.989990,603.390015,578.780029,583.349976,583.349976,5152900
2016-01-28,608.369995,638.059998,597.549988,635.349976,635.349976,14015200
2016-01-29,571.979980,593.000000,570.000000,587.000000,587.000000,14677600
2016-02-01,578.150024,581.799988,570.309998,574.809998,574.809998,6355100
2016-02-02,570.000000,571.559998,550.090027,552.099976,552.099976,6312000
2016-02-03,553.500000,556.000000,521.900024,531.070007,531.070007,10048700
2016-02-04,525.000000,538.989990,519.219971,536.260010,536.260010,6199100
2016-02-05,529.280029,529.450012,499.190002,502.130005,502.130005,9708900
2016-02-08,486.470001,493.500000,475.209991,488.100006,488.100006,9825500
2016-02-09,478.010010,498.380005,474.000000,482.070007,482.070007,7077900
2016-02-10,491.760010,504.660004,486.000000,490.480011,490.480011,6786200
2016-02-11,491.170013,509.299988,484.000000,503.820007,503.820007,7397400
2016-02-12,510.700012,516.750000,501.489990,507.079987,507.079987,5384800
2016-02-16,519.479980,524.450012,511.660004,521.099976,521.099976,5118500
2016-02-17,528.739990,537.479980,519.390015,534.099976,534.099976,4824000
2016-02-18,541.190002,541.200012,523.729980,525.000000,525.000000,4735000
2016-02-19,520.710022,535.950012,515.349976,534.900024,534.900024,4974700
2016-02-22,542.200012,560.650024,541.080017,559.500000,559.500000,5566600
2016-02-23,555.549988,556.909973,545.330017,552.940002,552.940002,4050800
2016-02-24,545.750000,554.270020,533.150024,554.039978,554.039978,6231700
2016-02-25,555.520020,559.390015,545.289978,555.150024,555.150024,4525500
2016-02-26,560.119995,562.500000,553.169983,555.229980,555.229980,4877000
2016-02-29,554.000000,564.809998,552.510010,552.520020,552.520020,4145400
2016-03-01,556.289978,579.250000,556.000000,579.039978,579.039978,5038500
2016-03-02,581.750000,585.000000,573.700012,580.210022,580.210022,4582200
2016-03-03,577.960022,579.869995,573.109985,577.489990,577.489990,2741300
2016-03-04,581.070007,581.400024,571.070007,575.140015,575.140015,3416500
2016-03-07,573.539978,573.630005,555.549988,562.799988,562.799988,4926900
2016-03-08,557.869995,571.349976,554.739990,560.260010,560.260010,4730000
2016-03-09,559.559998,560.349976,550.130005,559.469971,559.469971,4377300
2016-03-10,566.739990,567.000000,547.900024,558.929993,558.929993,3919900
2016-03-11,566.950012,570.059998,562.729980,569.609985,569.609985,3771300
2016-03-14,567.000000,576.890015,563.049988,573.369995,573.369995,3454200
2016-03-15,571.000000,581.520020,567.000000,577.020020,577.020020,3876800
2016-03-16,576.640015,581.320007,571.140015,574.270020,574.270020,3537700
2016-03-17,569.510010,571.400024,555.010010,559.440002,559.440002,5928100
2016-03-18,560.940002,562.330017,546.090027,552.080017,552.080017,7296900
2016-03-21,548.909973,555.239990,538.580017,553.979980,553.979980,5155700
2016-03-22,545.109985,562.760010,545.049988,560.479980,560.479980,4000600
2016-03-23,561.000000,572.479980,558.099976,569.630005,569.630005,3983700
2016-03-24,567.109985,583.549988,567.080017,582.950012,582.950012,5185500
2016-03-28,584.400024,584.750000,575.559998,579.869995,579.869995,3121500
2016-03-29,580.150024,595.849976,576.500000,593.859985,593.859985,4392600
2016-03-30,596.710022,603.239990,595.000000,598.690002,598.690002,3890500
2016-03-31,599.280029,600.750000,592.210022,593.640015,593.640015,2681800
2016-04-01,590.489990,599.030029,588.299988,598.500000,598.500000,2917400
2016-04-04,599.000000,599.500000,590.549988,593.190002,593.190002,2470800
2016-04-05,590.770020,593.469971,585.250000,586.140015,586.140015,2308900
2016-04-06,587.520020,602.390015,587.500000,602.080017,602.080017,2849900
2016-04-07,598.760010,599.599976,589.080017,591.429993,591.429993,3189000
2016-04-08,594.320007,597.859985,589.000000,594.599976,594.599976,2591900
2016-04-11,596.140015,604.000000,594.909973,595.929993,595.929993,2704300
2016-04-12,598.400024,604.059998,592.309998,603.169983,603.169983,2641100
2016-04-13,607.679993,616.809998,605.289978,614.820007,614.820007,4228300
2016-04-14,615.070007,624.380005,615.070007,620.750000,620.750000,3512100
2016-04-15,621.919983,626.770020,618.109985,625.890015,625.890015,2887700
2016-04-18,625.349976,637.640015,624.960022,635.349976,635.349976,4336400
2016-04-19,637.140015,638.010010,620.799988,627.900024,627.900024,4055900
2016-04-20,630.000000,636.549988,623.000000,632.989990,632.989990,2609400
2016-04-21,631.000000,637.820007,628.500000,631.000000,631.000000,2596300
2016-04-22,624.469971,628.250000,611.559998,620.500000,620.500000,5083900
2016-04-25,616.609985,626.979980,616.250000,626.200012,626.200012,2682900
2016-04-26,626.169983,626.750000,614.880005,616.880005,616.880005,2521400
2016-04-27,611.799988,615.950012,601.280029,606.570007,606.570007,4068800
2016-04-28,615.539978,626.799988,599.200012,602.000000,602.000000,7872600
2016-04-29,666.000000,669.979980,654.000000,659.590027,659.590027,10310700
2016-05-02,663.919983,685.500000,662.030029,683.849976,683.849976,6578500
2016-05-03,677.359985,680.299988,670.429993,671.320007,671.320007,4923400
2016-05-04,662.590027,674.000000,662.140015,670.900024,670.900024,4635500
2016-05-05,673.309998,676.489990,656.000000,659.090027,659.090027,4884100
2016-05-06,656.049988,676.950012,656.010010,673.950012,673.950012,4347200
2016-05-09,673.950012,686.979980,671.409973,679.750000,679.750000,3982200
2016-05-10,694.000000,704.549988,693.500000,703.070007,703.070007,6105600
2016-05-11,705.789978,719.000000,701.650024,713.229980,713.229980,7338200
2016-05-12,717.380005,722.450012,711.510010,717.929993,717.929993,5048200
2016-05-13,714.640015,719.250000,706.510010,709.919983,709.919983,4763400
2016-05-16,710.130005,713.250000,700.280029,710.659973,710.659973,5432900
2016-05-17,709.900024,714.469971,693.909973,695.270020,695.270020,5121400
2016-05-18,689.559998,702.539978,688.760010,697.450012,697.450012,4283200
2016-05-19,691.880005,699.400024,689.559998,698.520020,698.520020,3025600
2016-05-20,701.049988,707.239990,700.000000,702.799988,702.799988,2916200
2016-05-23,704.250000,706.000000,696.419983,696.750000,696.750000,2595100
2016-05-24,698.010010,707.500000,698.000000,704.200012,704.200012,3033800
2016-05-25,708.000000,710.859985,705.520020,708.349976,708.349976,3267700
2016-05-26,708.330017,715.000000,707.289978,714.909973,714.909973,2446700
2016-05-27,715.000000,716.599976,711.099976,712.239990,712.239990,2246400
2016-05-31,712.330017,724.229980,711.320007,722.789978,722.789978,3618300
2016-06-01,720.900024,726.429993,718.219971,719.440002,719.440002,3263100
2016-06-02,720.969971,728.280029,715.500000,728.239990,728.239990,3026600
2016-06-03,726.739990,727.000000,718.429993,725.539978,725.539978,3367300
2016-06-06,726.500000,731.500000,724.419983,726.729980,726.729980,2704800
2016-06-07,729.890015,730.000000,720.549988,723.739990,723.739990,2732500
2016-06-08,726.400024,729.419983,721.599976,726.640015,726.640015,2223400
2016-06-09,723.099976,728.909973,722.299988,727.650024,727.650024,2170300
2016-06-10,722.349976,724.979980,714.210022,717.909973,717.909973,3425700
2016-06-13,714.010010,721.989990,711.159973,715.239990,715.239990,3352200
2016-06-14,712.330017,720.809998,712.270020,719.299988,719.299988,2506900
2016-06-15,722.000000,722.559998,713.349976,714.260010,714.260010,2709400
2016-06-16,712.049988,718.000000,705.299988,717.510010,717.510010,3098000
2016-06-17,718.190002,718.200012,699.179993,706.390015,706.390015,5897800
2016-06-20,713.500000,721.309998,710.809998,714.010010,714.010010,3677200
2016-06-21,715.719971,718.400024,712.719971,715.820007,715.820007,2137500
2016-06-22,716.580017,717.000000,707.570007,710.599976,710.599976,2260500
2016-06-23,715.500000,722.119995,712.500000,722.080017,722.080017,2825000
2016-06-24,693.000000,712.530029,692.200012,698.960022,698.960022,7632500
2016-06-27,692.010010,696.820007,682.119995,691.359985,691.359985,5568000
2016-06-28,700.000000,708.000000,698.169983,707.950012,707.950012,4037000
2016-06-29,715.750000,719.500000,713.539978,715.599976,715.599976,3070100
2016-06-30,717.200012,719.369995,712.539978,715.619995,715.619995,2855100
2016-07-01,717.320007,728.000000,716.539978,725.679993,725.679993,2920400
2016-07-05,722.799988,729.559998,719.609985,728.099976,728.099976,2431400
2016-07-06,725.710022,737.770020,722.580017,737.609985,737.609985,3938200
2016-07-07,739.330017,739.549988,731.630005,736.570007,736.570007,2945800
2016-07-08,740.140015,746.099976,738.000000,745.809998,745.809998,3429200
2016-07-11,750.000000,755.900024,747.000000,753.780029,753.780029,3195300
2016-07-12,756.859985,757.340027,740.330017,748.210022,748.210022,5623700
2016-07-13,746.760010,756.869995,741.250000,742.630005,742.630005,4142300
2016-07-14,748.859985,749.039978,739.020020,741.200012,741.200012,2390500
2016-07-15,746.549988,746.549988,734.049988,735.440002,735.440002,3121400
2016-07-18,735.489990,741.599976,728.719971,736.070007,736.070007,2954900
2016-07-19,732.500000,743.330017,732.309998,739.950012,739.950012,2216800
2016-07-20,744.000000,746.250000,740.700012,745.719971,745.719971,2214000
2016-07-21,747.500000,749.359985,742.789978,744.429993,744.429993,2317100
2016-07-22,747.789978,751.280029,743.530029,744.859985,744.859985,2277700
2016-07-25,746.549988,748.500000,735.349976,739.609985,739.609985,2679300
2016-07-26,742.710022,743.130005,732.750000,735.590027,735.590027,2529700
2016-07-27,737.969971,740.940002,733.859985,736.669983,736.669983,2913100
2016-07-28,745.979980,753.359985,739.700012,752.609985,752.609985,7617600
2016-07-29,765.000000,766.000000,755.000000,758.809998,758.809998,6777100
2016-08-01,759.869995,770.500000,757.059998,767.739990,767.739990,3578200
2016-08-02,763.809998,765.010010,757.020020,760.580017,760.580017,3603300
2016-08-03,757.059998,758.890015,752.250000,754.640015,754.640015,3581500
2016-08-04,753.700012,765.000000,750.349976,760.770020,760.770020,3178200
2016-08-05,764.809998,768.469971,763.090027,765.979980,765.979980,2704400
2016-08-08,766.809998,767.000000,761.020020,766.559998,766.559998,1986300
2016-08-09,767.390015,772.599976,766.900024,768.309998,768.309998,1876100
2016-08-10,769.799988,772.099976,766.190002,768.559998,768.559998,1604300
2016-08-11,769.940002,773.750000,769.119995,771.239990,771.239990,2019700
2016-08-12,768.460022,773.150024,768.419983,772.559998,772.559998,1563300
2016-08-15,771.900024,772.039978,767.710022,768.489990,768.489990,2118500
2016-08-16,768.619995,768.729980,763.820007,764.039978,764.039978,1604600
2016-08-17,764.409973,765.219971,759.200012,764.630005,764.630005,1891100
2016-08-18,764.000000,765.169983,760.599976,764.460022,764.460022,1458800
2016-08-19,761.900024,762.489990,756.890015,757.309998,757.309998,2343200
2016-08-22,757.500000,759.849976,752.099976,759.479980,759.479980,1679300
2016-08-23,763.309998,764.700012,761.000000,762.450012,762.450012,1524100
2016-08-24,763.000000,763.409973,755.359985,757.250000,757.250000,1744100
2016-08-25,756.000000,760.559998,754.739990,759.219971,759.219971,1623000
2016-08-26,760.049988,770.000000,759.799988,769.000000,769.000000,2776800
2016-08-29,768.719971,774.979980,768.599976,771.289978,771.289978,2198600
2016-08-30,771.049988,771.840027,765.559998,767.580017,767.580017,1709200
2016-08-31,766.599976,769.640015,764.000000,769.159973,769.159973,1633800
2016-09-01,770.900024,772.039978,766.750000,770.619995,770.619995,1792300
2016-09-02,774.109985,776.000000,771.700012,772.440002,772.440002,2181800
2016-09-06,774.039978,789.479980,770.219971,788.869995,788.869995,3719800
2016-09-07,789.530029,790.789978,784.330017,784.479980,784.479980,2424600
2016-09-08,783.890015,786.500000,781.440002,784.059998,784.059998,2030500
2016-09-09,779.359985,781.000000,760.109985,760.140015,760.140015,4257300
2016-09-12,757.349976,772.659973,756.000000,771.489990,771.489990,3124700
2016-09-13,768.770020,769.890015,759.049988,761.010010,761.010010,3117200
2016-09-14,762.200012,767.500000,758.849976,761.090027,761.090027,2523000
2016-09-15,762.000000,770.869995,757.580017,769.690002,769.690002,3034000
2016-09-16,773.280029,780.460022,771.659973,778.520020,778.520020,5499200
2016-09-19,779.969971,781.940002,771.000000,775.099976,775.099976,2297200
2016-09-20,776.000000,781.369995,776.000000,780.219971,780.219971,1937200
2016-09-21,783.250000,790.690002,779.010010,789.739990,789.739990,2718600
2016-09-22,794.270020,805.890015,794.270020,804.700012,804.700012,4078900
2016-09-23,803.130005,807.750000,802.119995,805.750000,805.750000,2353500
2016-09-26,801.799988,805.929993,797.150024,799.159973,799.159973,2651400
2016-09-27,801.849976,816.640015,801.109985,816.109985,816.109985,3819600
2016-09-28,818.000000,830.140015,817.030029,828.719971,828.719971,4422100
2016-09-29,828.260010,837.500000,824.630005,829.049988,829.049988,4922200
2016-09-30,832.609985,839.950012,832.400024,837.309998,837.309998,4430600
2016-10-03,836.000000,839.859985,831.250000,836.739990,836.739990,2769400
2016-10-04,840.909973,842.369995,830.260010,834.030029,834.030029,2950300
2016-10-05,838.000000,845.669983,836.119995,844.359985,844.359985,3469100
2016-10-06,843.700012,847.210022,840.599976,841.659973,841.659973,2684000
2016-10-07,845.789978,845.950012,837.450012,839.429993,839.429993,2426200
2016-10-10,843.250000,845.200012,840.270020,841.710022,841.710022,1827100
2016-10-11,841.020020,841.289978,828.349976,831.000000,831.000000,3588200
2016-10-12,834.000000,837.669983,830.099976,834.090027,834.090027,2380400
2016-10-13,829.000000,831.799988,821.210022,829.280029,829.280029,3091400
2016-10-14,835.080017,835.739990,822.960022,822.960022,822.960022,2999800
2016-10-17,821.500000,822.000000,811.679993,812.950012,812.950012,3361500
2016-10-18,822.109985,823.260010,815.020020,817.650024,817.650024,2512500
2016-10-19,820.400024,820.669983,815.169983,817.690002,817.690002,2090700
2016-10-20,813.989990,815.710022,803.099976,810.320007,810.320007,3152000
2016-10-21,809.359985,819.419983,809.000000,818.989990,818.989990,2793000
2016-10-24,824.950012,838.299988,822.210022,838.090027,838.090027,4060900
2016-10-25,839.299988,843.090027,833.219971,835.179993,835.179993,3248400
2016-10-26,832.760010,833.440002,820.000000,822.590027,822.590027,3998100
2016-10-27,831.239990,831.719971,815.429993,818.359985,818.359985,7406400
2016-10-28,782.000000,789.489990,774.609985,776.320007,776.320007,10841100
2016-10-31,781.030029,793.700012,780.109985,789.820007,789.820007,5413300
2016-11-01,799.000000,800.840027,776.710022,785.409973,785.409973,5305400
2016-11-02,783.929993,784.750000,763.549988,765.559998,765.559998,5026500
2016-11-03,765.049988,777.000000,764.000000,767.030029,767.030029,3872500
2016-11-04,762.789978,766.000000,753.229980,755.049988,755.049988,5122100
2016-11-07,771.640015,787.729980,770.940002,784.929993,784.929993,5984400
2016-11-08,784.969971,791.739990,779.099976,787.750000,787.750000,3412600
2016-11-09,764.000000,777.500000,760.090027,771.880005,771.880005,8562900
2016-11-10,778.809998,778.830017,717.700012,742.380005,742.380005,12747000
2016-11-11,735.729980,743.260010,728.900024,739.010010,739.010010,6622800
2016-11-14,745.510010,746.000000,710.099976,719.070007,719.070007,7321300
2016-11-15,730.000000,746.780029,725.989990,743.239990,743.239990,6755800
2016-11-16,739.880005,749.869995,735.609985,746.489990,746.489990,3648800
2016-11-17,749.320007,757.500000,748.000000,756.400024,756.400024,3690100
2016-11-18,761.000000,767.739990,757.640015,760.159973,760.159973,4373400
2016-11-21,766.000000,780.349976,765.109985,780.000000,780.000000,4614600
2016-11-22,788.169983,792.400024,781.000000,785.330017,785.330017,5311300
2016-11-23,781.729980,781.750000,773.119995,780.119995,780.119995,3540300
2016-11-25,786.500000,786.750000,777.900024,780.369995,780.369995,1837100
2016-11-28,776.989990,777.000000,764.239990,766.770020,766.770020,4438800
2016-11-29,768.000000,769.890015,761.320007,762.520020,762.520020,3272300
2016-11-30,762.000000,768.090027,750.250000,750.570007,750.570007,4625900
2016-12-01,752.409973,753.369995,738.030029,743.650024,743.650024,4666000
2016-12-02,743.400024,748.489990,736.700012,740.340027,740.340027,3561300
2016-12-05,745.000000,761.489990,742.000000,759.359985,759.359985,4314700
2016-12-06,763.989990,768.239990,757.250000,764.719971,764.719971,3794700
2016-12-07,764.549988,770.419983,755.820007,770.419983,770.419983,3684900
2016-12-08,771.869995,773.789978,765.190002,767.330017,767.330017,3189600
2016-12-09,770.000000,770.250000,765.340027,768.659973,768.659973,2470900
2016-12-12,766.400024,766.890015,757.200012,760.119995,760.119995,2963900
2016-12-13,764.960022,782.460022,762.000000,774.340027,774.340027,5285300
2016-12-14,778.250000,780.859985,762.809998,768.820007,768.820007,5454800
2016-12-15,766.280029,769.099976,760.309998,761.000000,761.000000,3801900
2016-12-16,765.000000,765.130005,754.000000,757.770020,757.770020,4848200
2016-12-19,758.890015,770.500000,756.159973,766.000000,766.000000,3113200
2016-12-20,768.650024,774.390015,767.710022,771.219971,771.219971,2703600
2016-12-21,770.000000,771.219971,765.700012,770.599976,770.599976,2044600
2016-12-22,768.119995,771.210022,763.020020,766.340027,766.340027,2543600
2016-12-23,764.549988,766.500000,757.989990,760.590027,760.590027,1981600
2016-12-27,763.400024,774.650024,761.200012,771.400024,771.400024,2638700
2016-12-28,776.250000,780.000000,770.500000,772.130005,772.130005,3301000
2016-12-29,772.400024,773.400024,760.849976,765.150024,765.150024,3158300
2016-12-30,766.469971,767.400024,748.280029,749.869995,749.869995,4139400
2017-01-03,757.919983,758.760010,747.700012,753.669983,753.669983,3521100
2017-01-04,758.390015,759.679993,754.200012,757.179993,757.179993,2510500
2017-01-05,761.549988,782.400024,760.260010,780.450012,780.450012,5830100
2017-01-06,782.359985,799.440002,778.479980,795.989990,795.989990,5986200
2017-01-09,798.000000,801.770020,791.770020,796.919983,796.919983,3440100
2017-01-10,796.599976,798.000000,789.539978,795.900024,795.900024,2558400
2017-01-11,793.659973,799.500000,789.510010,799.020020,799.020020,2992800
2017-01-12,800.309998,814.130005,799.500000,813.640015,813.640015,4873900
2017-01-13,814.320007,821.650024,811.400024,817.140015,817.140015,3791900
2017-01-17,815.700012,816.000000,803.440002,809.719971,809.719971,3670500
2017-01-18,809.500000,811.729980,804.270020,807.479980,807.479980,2354200
2017-01-19,810.000000,813.510010,807.320007,809.039978,809.039978,2540800
2017-01-20,815.280029,816.020020,806.260010,808.330017,808.330017,3376200
2017-01-23,806.799988,818.500000,805.080017,817.880005,817.880005,2797500
2017-01-24,822.000000,823.989990,814.500000,822.440002,822.440002,2971700
2017-01-25,825.789978,837.419983,825.289978,836.520020,836.520020,3922600
2017-01-26,835.530029,843.840027,833.000000,839.150024,839.150024,3554700
2017-01-27,839.000000,839.700012,829.440002,835.770020,835.770020,2998700
2017-01-30,833.000000,833.500000,816.380005,830.380005,830.380005,3747300
2017-01-31,823.750000,826.989990,819.559998,823.479980,823.479980,3137200
2017-02-01,829.210022,833.780029,824.940002,832.349976,832.349976,3850200
2017-02-02,836.590027,842.489990,828.260010,839.950012,839.950012,7350500
2017-02-03,806.719971,818.299988,804.000000,810.200012,810.200012,10868800
2017-02-06,809.799988,810.719971,803.000000,807.640015,807.640015,3897300
2017-02-07,809.309998,816.159973,807.500000,812.500000,812.500000,3466100
2017-02-08,812.690002,821.479980,812.500000,819.710022,819.710022,2858000
2017-02-09,821.599976,825.000000,819.710022,821.359985,821.359985,2484900
2017-02-10,823.820007,828.000000,822.849976,827.460022,827.460022,2429600
2017-02-13,831.619995,843.000000,828.549988,836.530029,836.530029,4172600
2017-02-14,837.000000,838.309998,831.450012,836.390015,836.390015,2792400
2017-02-15,834.000000,842.809998,832.820007,842.700012,842.700012,2968900
2017-02-16,841.840027,845.000000,839.380005,844.140015,844.140015,2714700
2017-02-17,842.000000,847.270020,840.729980,845.070007,845.070007,3112300
2017-02-21,848.840027,857.979980,847.250000,856.440002,856.440002,3507700
2017-02-22,856.950012,858.429993,852.179993,855.609985,855.609985,2617000
2017-02-23,857.570007,860.859985,848.000000,852.190002,852.190002,3462000
2017-02-24,844.690002,845.809998,837.750000,845.239990,845.239990,3688000
2017-02-27,842.380005,852.500000,839.669983,848.640015,848.640015,2713600
2017-02-28,851.450012,854.090027,842.049988,845.039978,845.039978,2793700
2017-03-01,853.049988,854.830017,849.010010,853.080017,853.080017,2760100
2017-03-02,853.080017,854.820007,847.280029,848.909973,848.909973,2132100
2017-03-03,847.200012,851.989990,846.270020,849.880005,849.880005,1941100
2017-03-06,845.229980,848.489990,841.119995,846.609985,846.609985,2610400
2017-03-07,845.479980,848.460022,843.750000,846.020020,846.020020,2247600
2017-03-08,848.000000,853.070007,846.789978,850.500000,850.500000,2286500
2017-03-09,851.000000,856.400024,850.309998,853.000000,853.000000,2048200
2017-03-10,857.000000,857.349976,851.719971,852.460022,852.460022,2436400
2017-03-13,851.770020,855.690002,851.710022,854.590027,854.590027,1909700
2017-03-14,853.549988,853.750000,847.549988,852.530029,852.530029,2130600
2017-03-15,854.330017,854.450012,847.109985,852.969971,852.969971,2562200
2017-03-16,855.299988,855.500000,850.510010,853.419983,853.419983,1842300
2017-03-17,853.489990,853.830017,850.640015,852.309998,852.309998,3384400
2017-03-20,851.510010,857.799988,851.010010,856.969971,856.969971,2282700
2017-03-21,858.840027,862.799988,841.309998,843.200012,843.200012,4382900
2017-03-22,840.429993,849.369995,839.049988,848.059998,848.059998,2658700
2017-03-23,848.200012,850.890015,844.799988,847.380005,847.380005,1953000
2017-03-24,851.679993,851.799988,843.530029,845.609985,845.609985,2138300
2017-03-27,838.070007,850.299988,833.500000,846.820007,846.820007,2755800
2017-03-28,851.750000,858.460022,850.099976,856.000000,856.000000,3041600
2017-03-29,859.049988,876.440002,859.020020,874.320007,874.320007,4485800
2017-03-30,874.950012,877.059998,871.659973,876.340027,876.340027,2762700
2017-03-31,877.000000,890.349976,876.650024,886.539978,886.539978,3957600
2017-04-03,888.000000,893.489990,885.419983,891.510010,891.510010,3422300
2017-04-04,891.500000,908.539978,890.280029,906.830017,906.830017,4984700
2017-04-05,910.820007,923.719971,905.619995,909.280029,909.280029,7508400
2017-04-06,913.799988,917.190002,894.489990,898.280029,898.280029,6344100
2017-04-07,899.650024,900.090027,889.309998,894.880005,894.880005,3710900
2017-04-10,899.630005,908.510010,899.000000,907.039978,907.039978,3184300
2017-04-11,907.039978,911.239990,897.500000,902.359985,902.359985,3012700
2017-04-12,903.090027,904.090027,895.250000,896.229980,896.229980,2456100
2017-04-13,891.450012,894.969971,884.489990,884.669983,884.669983,3174600
2017-04-17,887.500000,902.380005,887.500000,901.989990,901.989990,2854700
2017-04-18,900.989990,909.609985,900.780029,903.780029,903.780029,2999200
2017-04-19,907.840027,910.500000,897.369995,899.200012,899.200012,2870200
2017-04-20,899.700012,905.320007,896.289978,902.059998,902.059998,2814400
2017-04-21,902.669983,903.650024,896.770020,898.530029,898.530029,2420500
2017-04-24,908.679993,909.989990,903.820007,907.409973,907.409973,3122900
2017-04-25,907.039978,909.479980,903.000000,907.619995,907.619995,3380600
2017-04-26,910.299988,915.750000,907.559998,909.289978,909.289978,2608900
2017-04-27,914.390015,921.859985,912.109985,918.380005,918.380005,5305500
2017-04-28,948.830017,949.590027,924.330017,924.989990,924.989990,7364700
2017-05-01,927.799988,954.400024,927.799988,948.229980,948.229980,5466500
2017-05-02,946.650024,950.099976,941.409973,946.940002,946.940002,3848800
2017-05-03,946.000000,946.000000,935.900024,941.030029,941.030029,3582700
2017-05-04,944.750000,945.000000,934.219971,937.530029,937.530029,2418400
2017-05-05,940.520020,940.789978,930.299988,934.150024,934.150024,2866400
2017-05-08,940.950012,949.049988,939.210022,949.039978,949.039978,3415700
2017-05-09,952.799988,957.890015,950.200012,952.820007,952.820007,3262100
2017-05-10,953.500000,953.750000,945.000000,948.950012,948.950012,2096500
2017-05-11,945.109985,950.289978,940.780029,947.619995,947.619995,2190600
