Date,Microsoft,Glasses,Phone,Office 10,Band,Hologram,Surface,Office,Silverlight,Outlook,Powerpoint,Office Product Key,Excel,Skype,Windows,Price
3/13/10,84,0,38,93,64,0,24,80,43,63,78,42,65,66,90,31.389999
3/14/10,84,0,32,95,90,0,29,84,37,59,78,60,57,83,82,30.959999
3/15/10,92,0,45,86,84,0,34,85,37,86,81,59,88,58,81,31.110001
3/16/10,95,94,45,88,65,0,30,84,34,88,100,52,94,49,83,30.85
3/17/10,95,0,45,83,65,0,23,82,38,89,85,51,90,42,80,30.91
3/18/10,93,97,30,81,66,0,29,81,37,90,75,44,87,51,79,31
3/19/10,89,50,33,87,39,0,18,78,48,84,71,52,73,51,83,30.540001
3/20/10,80,61,43,86,56,0,28,76,38,54,65,46,58,72,86,30.860001
3/21/10,83,0,47,91,68,0,37,84,49,56,81,52,61,63,85,30.129999
3/22/10,90,0,46,88,35,76,35,81,33,84,91,55,88,60,76,29.85
3/23/10,93,62,47,85,43,76,26,82,33,81,95,54,90,62,83,28.98
3/24/10,93,47,41,82,22,77,26,84,34,91,84,50,84,52,79,28.209999
3/25/10,92,0,41,82,44,0,34,78,36,87,91,51,88,52,80,28.940001
3/26/10,86,0,49,71,46,0,20,73,37,86,70,41,74,66,75,27.98
3/27/10,79,0,42,89,76,0,19,76,33,58,62,57,57,88,82,28.09
3/28/10,82,0,41,93,66,0,26,80,44,50,81,56,53,90,80,28
3/29/10,90,47,48,79,78,0,21,79,30,95,74,53,76,53,76,28.82
3/30/10,96,47,50,79,65,0,17,79,31,86,77,46,80,38,79,28.6
3/31/10,96,0,42,81,89,0,21,81,38,85,75,45,87,35,82,28.219999
1/1/11,71,0,64,77,38,0,14,68,83,52,41,71,40,68,86,28.110001
1/2/11,81,100,69,90,33,0,11,83,100,61,56,84,47,59,95,28.549999
1/3/11,91,0,82,94,37,0,16,92,75,93,59,84,72,69,88,28.190001
1/4/11,96,0,75,100,62,34,15,97,74,95,67,79,90,58,95,28.299999
1/5/11,98,0,62,96,57,0,16,95,85,100,72,75,91,63,99,28.66
1/6/11,98,40,77,92,26,0,100,94,90,88,76,83,88,75,93,28.469999
1/7/11,93,0,56,88,42,35,76,88,82,96,81,79,78,58,92,28.35
1/8/11,84,95,68,91,47,0,48,88,80,62,65,88,56,84,94,28.02
1/9/11,85,46,68,97,49,41,40,90,84,62,81,96,57,69,90,28.379999
1/10/11,95,38,62,90,15,0,38,94,87,92,81,75,90,69,89,28.450001
1/11/11,96,74,60,93,25,33,37,96,70,95,94,85,93,54,90,28.780001
1/12/11,97,0,68,94,34,33,23,96,67,96,95,78,95,55,91,28.870001
1/13/11,97,38,72,89,30,100,21,96,74,91,81,86,84,83,97,27.75
1/14/11,91,39,55,85,46,0,27,87,77,78,73,73,82,41,90,27.73
1/15/11,83,46,70,91,37,0,22,87,71,57,68,80,61,87,96,27.99
1/16/11,85,45,69,97,30,40,23,92,78,60,77,100,66,64,95,27.940001
1/17/11,93,36,62,89,54,0,26,90,71,86,78,78,86,51,92,27.65
1/18/11,98,0,74,93,34,32,23,100,71,89,91,88,90,57,93,27.77
1/19/11,98,74,92,95,44,33,21,95,68,89,89,76,93,49,91,28.200001
1/20/11,98,37,80,94,15,33,31,95,66,87,90,87,100,40,89,28.280001
1/21/11,92,39,73,87,36,0,23,86,56,87,77,63,85,85,94,27.969999
1/22/11,84,0,61,90,24,0,16,86,82,61,80,89,62,86,94,27.5
1/23/11,85,0,70,98,48,0,21,91,79,54,79,87,64,78,95,27.25
1/24/11,94,0,66,92,33,32,20,92,63,88,79,72,90,76,93,27.23
1/25/11,96,36,55,96,38,0,19,93,75,84,83,80,92,57,91,26.959999
1/26/11,98,0,57,91,53,0,19,91,67,84,84,87,95,43,91,27.02
1/27/11,100,37,67,94,20,33,37,90,70,87,81,75,94,44,94,27.209999
1/28/11,93,58,61,82,72,35,23,84,75,85,67,77,83,60,92,27.059999
1/29/11,88,44,62,99,47,0,13,87,76,59,74,82,62,74,100,26.59
1/30/11,89,87,66,91,34,0,19,91,88,53,75,88,59,93,93,26.59
1/31/11,96,68,61,92,23,0,18,92,69,86,72,87,88,54,93,26.77
2/1/11,100,70,68,92,74,0,15,92,71,87,83,80,87,45,91,26.549999
2/2/11,98,0,57,92,37,0,17,91,70,83,80,83,94,77,92,26.58
2/3/11,95,53,68,87,28,0,20,88,69,85,77,80,90,81,88,26.16
2/4/11,91,37,52,85,22,33,16,82,65,82,72,67,80,82,90,26.08
2/5/11,85,0,65,89,47,0,17,84,77,56,70,83,54,100,94,26.200001
2/6/11,84,0,45,94,29,0,16,87,75,54,83,84,62,77,89,25.950001
2/7/11,92,35,76,93,33,31,14,86,61,84,78,84,86,64,88,25.719999
2/8/11,98,36,62,90,38,0,19,91,60,91,91,84,96,61,87,25.91
2/9/11,96,36,63,92,53,0,18,91,61,83,93,79,94,68,93,25.889999
2/10/11,98,37,72,91,49,33,30,89,68,88,87,77,94,40,98,25.41
2/11/11,95,38,100,79,53,34,15,80,62,76,67,64,78,39,92,25.68
2/12/11,84,0,78,86,80,0,14,81,66,52,63,76,57,53,91,25.690001
2/13/11,85,44,82,89,44,0,11,87,84,59,78,84,58,73,90,25.389999
2/14/11,91,36,70,83,24,0,16,83,69,76,82,71,81,56,85,24.790001
2/15/11,93,58,80,90,48,31,18,87,100,89,96,81,81,41,91,24.780001
2/16/11,96,35,70,87,33,0,20,90,75,83,90,81,87,42,84,24.799999
2/17/11,94,37,70,85,48,32,16,88,78,82,86,70,83,64,85,25.33
2/18/11,88,38,77,83,35,34,22,81,74,77,73,56,77,55,87,25.299999
2/19/11,80,0,50,90,30,0,10,78,80,54,75,62,56,65,87,25.540001
2/20/11,79,0,60,92,23,0,13,86,86,51,75,82,65,67,88,25.809999
2/21/11,89,35,61,89,28,0,17,87,77,72,83,79,77,52,84,25.620001
2/22/11,95,35,64,96,33,0,22,89,68,83,90,84,91,57,100,25.41
2/23/11,96,36,70,92,38,0,23,89,79,81,86,78,91,73,96,25.49
2/24/11,94,36,72,93,29,32,29,87,72,82,91,74,80,37,91,25.610001
2/25/11,91,0,66,88,50,0,17,83,66,83,83,74,79,56,91,25.389999
2/26/11,81,44,73,94,61,0,15,81,74,53,73,70,60,61,93,25.48
2/27/11,83,65,66,93,34,0,16,87,79,51,88,93,59,68,89,25.549999
2/28/11,91,0,51,90,37,0,23,87,69,78,85,66,89,64,85,25.780001
3/1/11,95,0,64,91,33,0,23,92,69,83,92,83,94,57,86,26.15
3/2/11,96,36,79,95,100,32,12,95,87,88,95,86,93,71,89,26.200001
3/3/11,94,36,68,88,58,0,21,90,67,87,89,69,95,68,89,26.07
3/4/11,89,38,55,91,30,0,18,82,64,84,76,64,75,37,89,25.98
3/5/11,81,45,63,86,48,0,11,82,67,55,70,78,60,61,91,25.639999
3/6/11,82,45,64,95,27,40,16,88,83,56,88,87,60,72,89,25.629999
3/7/11,90,0,45,87,72,0,15,89,72,82,94,78,84,43,86,25.42
3/8/11,93,37,48,92,39,0,20,85,76,82,88,75,97,69,85,25.370001
3/9/11,94,36,60,93,57,0,20,91,71,83,95,82,92,40,87,25.08
3/10/11,95,35,61,93,28,0,11,89,69,82,91,77,88,51,90,25.15
3/11/11,84,0,68,78,24,0,15,78,63,69,74,60,70,82,82,25.76
3/12/11,73,45,55,85,42,0,15,78,68,49,64,65,50,77,78,25.52
3/13/11,76,44,36,91,35,0,9,82,76,48,87,82,60,33,75,25.610001
3/14/11,87,0,60,86,34,0,19,82,71,82,83,72,82,50,79,26.190001
3/15/11,95,36,50,81,43,0,17,87,61,85,90,72,91,60,84,26.379999
3/16/11,93,35,65,87,51,31,14,87,66,80,90,75,88,61,87,26.709999
3/17/11,92,0,46,88,38,0,17,84,82,79,85,70,86,50,85,25.92
3/18/11,87,0,64,81,25,0,17,77,77,75,78,55,80,56,82,25.66
3/19/11,77,0,46,80,35,0,16,78,81,48,81,63,59,62,86,25.809999
3/20/11,80,0,55,97,29,0,10,82,94,48,91,75,59,96,80,26.059999
3/21/11,89,71,52,94,56,0,15,85,68,80,92,75,77,72,82,25.790001
3/22/11,93,0,55,88,28,0,12,87,63,81,91,71,89,43,84,25.870001
3/23/11,92,0,51,89,38,0,13,89,73,79,100,74,86,48,87,25.83
3/24/11,91,36,50,86,24,0,16,87,68,81,88,83,87,62,82,25.67
3/25/11,85,38,49,78,30,33,15,79,77,74,83,58,76,65,83,26.77
3/26/11,78,67,46,91,18,0,10,77,82,53,75,64,53,95,82,27.4
3/27/11,81,43,67,93,17,0,12,83,78,52,86,85,58,51,81,27.68
3/28/11,90,35,66,89,42,0,16,86,75,78,97,80,85,41,81,28.110001
3/29/11,93,0,64,89,21,0,14,90,62,82,95,67,92,60,82,27.74
3/30/11,93,0,66,93,28,0,15,87,60,87,99,75,84,45,85,27.84
3/31/11,91,0,48,88,38,0,22,84,63,82,90,81,85,44,84,27.719999
1/1/12,65,96,55,70,25,0,45,68,59,41,39,78,38,73,61,28
1/2/12,79,37,69,82,67,0,27,82,82,66,60,80,61,64,69,28.25
1/3/12,86,0,53,84,89,44,51,86,78,89,62,86,77,76,72,28.26
1/4/12,93,35,57,90,18,0,48,96,76,93,64,91,86,64,71,28.23
1/5/12,91,0,71,86,80,44,42,91,74,88,74,82,83,64,75,28.120001
1/6/12,87,54,50,85,37,0,43,85,76,85,62,83,76,96,73,29.709999
1/7/12,77,82,50,86,21,0,46,81,75,55,60,88,60,81,71,29.73
1/8/12,79,0,57,98,20,100,51,93,85,49,80,96,59,97,76,29.34
1/9/12,92,67,61,88,69,0,65,94,73,87,70,100,91,76,74,29.559999
1/10/12,97,50,70,94,59,84,65,97,65,97,84,81,94,68,75,29.5
1/11/12,96,34,63,94,77,42,74,100,77,91,82,82,99,70,75,29.23
1/12/12,95,34,72,89,17,0,50,93,68,100,81,87,99,80,76,29.610001
1/13/12,88,69,61,86,62,0,58,85,69,88,70,70,87,52,72,29.530001
1/14/12,77,40,46,89,41,0,45,83,78,49,63,72,57,81,69,29.889999
1/15/12,80,0,55,88,41,0,33,87,81,51,72,91,62,100,70,29.950001
1/16/12,90,33,72,89,34,42,65,87,68,80,76,88,86,89,69,30.24
1/17/12,92,100,55,87,42,42,67,89,73,95,89,83,100,63,72,30.200001
1/18/12,93,33,68,89,50,42,73,91,74,86,86,89,97,68,73,30.35
1/19/12,91,67,63,86,34,42,83,87,62,90,78,74,90,54,72,30.66
1/20/12,86,35,62,78,45,44,32,81,66,82,73,67,80,63,70,30.77
1/21/12,75,0,49,83,51,0,40,79,80,51,73,80,61,85,70,30.5
1/22/12,77,0,53,92,100,50,54,84,76,50,72,93,54,81,71,30.58
1/23/12,87,44,65,90,34,0,85,87,62,86,73,81,84,60,70,30.25
1/24/12,93,33,55,87,25,42,86,90,76,85,84,85,89,63,73,30.049999
1/25/12,91,0,59,88,42,0,61,89,70,83,78,75,99,69,74,31.290001
1/26/12,88,45,52,80,34,0,71,83,70,84,84,77,84,49,70,31.25
1/27/12,85,35,63,80,44,44,64,81,67,79,66,76,86,65,68,31.440001
1/28/12,73,0,60,79,41,51,41,80,83,54,73,70,56,66,69,31.27
1/29/12,78,39,52,90,40,0,58,85,83,49,78,100,66,70,72,31.370001
1/30/12,90,49,53,83,83,41,57,86,71,81,85,81,93,71,72,31.48
1/31/12,90,81,59,89,41,0,57,89,69,90,83,80,91,62,71,31.35
2/1/12,90,32,62,88,33,0,57,85,71,88,82,79,95,69,71,31.870001
2/2/12,88,0,60,84,42,42,43,83,54,80,81,75,96,74,71,31.74
2/3/12,84,34,61,79,35,43,35,78,63,76,68,64,81,61,68,32.290001
2/4/12,73,59,52,78,40,0,44,75,67,51,69,80,56,78,64,32.080002
2/5/12,74,0,50,84,20,49,61,80,95,46,72,87,59,78,67,31.799999
2/6/12,85,49,62,84,33,0,42,87,71,88,76,73,82,55,65,31.559999
2/7/12,90,32,68,87,33,0,51,90,66,90,79,83,88,54,70,31.84
2/8/12,91,33,62,87,50,42,66,90,63,85,84,81,94,62,69,32.009998
2/9/12,89,33,50,84,67,0,64,85,70,92,88,77,85,57,67,31.99
2/10/12,84,0,61,75,26,0,57,77,74,77,67,62,77,65,70,32.040001
2/11/12,73,0,54,76,50,50,40,76,74,54,63,76,58,65,65,32.669998
2/12/12,72,38,46,81,0,0,38,78,79,39,79,71,59,77,63,32.77
2/13/12,85,32,66,80,25,0,36,84,63,84,74,72,86,61,70,32.849998
2/14/12,86,33,44,82,17,0,52,79,76,85,76,68,84,72,68,32.599998
2/15/12,92,33,49,85,59,0,70,88,100,92,89,75,88,60,71,32.200001
2/16/12,91,67,57,86,93,0,49,83,98,89,77,74,92,63,69,31.99
2/17/12,84,0,47,79,52,0,60,76,100,79,67,67,82,84,69,31.91
2/18/12,73,40,58,78,51,0,36,77,91,53,61,70,56,76,69,32
2/19/12,76,0,45,89,20,0,29,84,90,52,84,90,60,78,67,32.009998
2/20/12,86,34,48,85,43,0,59,87,81,77,85,82,88,75,68,32.59
2/21/12,90,33,62,85,25,42,40,88,78,86,86,83,90,61,72,32.52
2/22/12,92,98,58,85,33,0,100,88,87,89,88,78,89,73,74,32.189999
2/23/12,89,65,46,86,33,0,55,84,79,87,83,74,91,63,71,32.119999
2/24/12,82,0,57,79,60,42,41,81,72,78,66,68,72,62,69,32.259998
2/25/12,73,39,46,80,60,0,43,78,76,53,76,83,60,91,69,32.290001
2/26/12,76,0,56,86,29,0,50,84,92,47,77,90,64,86,67,31.940001
2/27/12,87,32,60,80,57,41,21,89,76,79,84,75,84,67,67,31.209999
2/28/12,91,64,50,87,16,0,65,90,69,81,96,80,93,66,71,31.52
2/29/12,100,33,70,89,50,0,72,91,67,83,87,82,86,80,94,31.1
3/1/12,100,34,69,87,79,0,70,94,78,94,100,71,100,82,100,30.469999
3/2/12,93,35,62,83,36,44,72,88,64,83,81,75,83,65,90,30.35
3/3/12,82,40,50,87,21,0,19,84,79,50,76,72,57,85,85,30.98
3/4/12,83,40,48,100,51,0,49,93,95,51,81,89,67,73,78,30.809999
3/5/12,92,0,64,95,25,42,58,92,73,85,98,83,94,75,81,31.08
3/6/12,92,48,54,89,58,0,51,90,80,83,84,81,94,72,76,31.440001
3/7/12,89,0,51,83,25,40,39,87,72,80,87,73,81,55,74,31.139999
3/8/12,88,50,51,86,51,0,61,86,71,83,88,68,80,53,74,31.01
3/9/12,84,34,62,75,69,0,79,80,64,79,73,65,83,44,70,32.419998
3/10/12,73,0,54,82,30,0,65,78,70,44,73,74,59,54,69,32.119999
3/11/12,75,79,51,90,30,50,25,85,78,46,87,83,59,70,68,31.92
3/12/12,87,32,53,85,41,0,45,90,66,82,83,86,86,65,71,32.200001
3/13/12,89,96,68,87,33,40,41,89,69,87,83,77,84,61,72,32.110001
3/14/12,90,32,45,86,33,0,42,89,75,80,94,73,89,67,77,31.98
3/15/12,89,66,51,84,59,0,61,84,58,85,83,77,85,61,75,32.02
3/16/12,83,34,57,82,17,0,54,81,72,72,70,70,80,62,71,32.009998
3/17/12,73,53,38,78,81,0,51,79,77,47,75,77,56,58,65,31.799999
3/18/12,73,39,44,83,30,0,29,83,77,41,86,79,55,82,63,31.76
3/19/12,86,81,53,84,58,41,52,88,69,88,86,80,84,64,71,30.98
3/20/12,88,32,62,85,74,0,66,89,72,85,86,73,91,67,69,30.65
3/21/12,88,32,52,87,75,41,48,88,66,89,84,74,92,55,69,30.5
3/22/12,86,33,66,83,17,0,61,84,64,77,83,67,87,68,68,30.76
3/23/12,79,35,49,75,36,0,41,74,67,74,70,62,71,49,66,30.74
3/24/12,69,0,44,71,31,0,33,73,72,48,75,72,57,63,64,31.16
3/25/12,72,81,39,83,31,0,37,78,79,39,81,70,59,66,63,30.68
3/26/12,85,32,76,84,49,0,84,82,66,82,82,76,85,43,69,30.209999
3/27/12,87,65,93,82,50,0,75,86,78,87,91,76,92,56,71,27.620001
3/28/12,87,33,90,84,50,42,33,84,71,83,89,68,85,64,71,27.25
3/29/12,86,44,100,83,42,42,58,84,78,78,83,71,85,58,71,26.74
3/30/12,77,0,80,72,36,0,45,72,71,72,71,64,70,62,66,26.690001
3/31/12,68,0,62,73,40,0,47,68,75,42,67,70,53,58,63,26.549999
1/1/13,66,60,74,68,76,0,74,63,22,48,44,71,40,53,83,26.700001
1/2/13,84,31,100,83,45,0,78,78,25,91,54,74,71,51,89,26.459999
1/3/13,87,53,96,91,39,44,65,80,25,87,59,83,77,48,93,26.83
1/4/13,85,47,97,86,46,45,66,80,25,80,55,90,72,45,93,26.889999
1/5/13,75,26,81,84,51,0,68,73,23,56,55,86,48,49,89,27.209999
1/6/13,75,39,70,90,25,0,81,78,26,47,68,92,54,48,84,27.040001
1/7/13,88,34,88,95,43,0,68,86,23,82,78,85,83,41,89,27.25
1/8/13,91,29,82,92,27,42,55,84,21,91,77,85,92,45,90,27.25
1/9/13,93,22,88,97,69,43,59,89,20,100,80,92,93,88,97,27.15
1/10/13,96,22,92,92,65,0,62,87,21,91,75,87,94,100,95,27.610001
1/11/13,88,23,83,84,72,44,61,79,26,86,63,80,82,78,93,27.629999
1/12/13,78,26,87,87,57,99,63,78,25,54,76,76,63,76,91,27.879999
1/13/13,80,25,72,94,62,0,71,84,26,53,81,96,68,69,92,27.91
1/14/13,91,22,74,99,100,0,62,88,21,87,81,95,92,62,90,28.01
1/15/13,91,43,86,97,41,41,61,86,23,89,92,87,90,46,91,27.85
1/16/13,91,51,86,96,26,0,55,87,23,89,86,90,100,69,92,27.450001
1/17/13,91,22,87,95,64,0,50,86,21,84,84,84,93,59,94,27.93
1/18/13,85,38,84,88,38,0,55,78,19,84,69,79,79,67,91,27.440001
1/19/13,75,26,75,85,37,0,49,75,24,52,72,77,58,71,91,27.5
1/20/13,77,38,62,85,62,0,54,81,28,46,74,100,62,70,89,27.34
1/21/13,89,21,76,92,41,0,56,83,25,75,83,87,89,53,91,27.280001
1/22/13,93,87,77,95,37,41,63,89,22,90,84,84,94,64,92,27.549999
1/23/13,94,65,92,95,68,41,63,86,25,87,75,84,100,54,93,27.860001
1/24/13,92,0,89,90,64,0,55,84,22,90,82,86,92,56,89,27.879999
1/25/13,87,45,97,81,38,0,55,78,22,81,67,77,79,59,90,28.030001
1/26/13,77,39,78,83,38,100,49,76,23,52,61,86,57,66,93,28.040001
1/27/13,79,34,63,94,43,0,50,83,25,47,79,98,57,74,93,28.01
1/28/13,90,32,86,91,42,41,49,86,21,87,80,91,87,49,91,28.049999
1/29/13,100,36,93,100,52,41,53,100,20,90,79,97,99,70,96,27.870001
1/30/13,98,32,92,95,78,0,62,100,19,85,85,91,96,57,97,27.49
1/31/13,95,33,99,94,26,42,54,96,21,91,78,89,95,54,100,27.76
2/1/13,91,38,78,84,39,43,51,87,22,89,68,82,83,54,95,27.370001
2/2/13,78,34,67,87,19,0,51,79,24,53,66,89,60,56,88,27.370001
2/3/13,78,25,81,94,18,0,48,86,23,54,79,92,61,64,88,27.809999
2/4/13,89,22,73,91,52,0,52,87,22,86,79,87,89,56,84,27.799999
2/5/13,92,86,89,90,47,0,59,88,20,86,91,88,98,60,85,27.950001
2/6/13,92,43,82,90,37,0,69,83,21,91,83,84,93,51,85,28.15
2/7/13,92,22,76,90,58,63,58,86,22,87,84,81,93,46,90,28.35
2/8/13,85,34,88,81,55,44,70,78,22,85,66,77,76,43,85,28.09
2/9/13,77,35,92,82,63,0,91,77,22,54,68,86,58,70,86,28.139999
2/10/13,79,26,70,91,66,0,100,82,22,53,81,87,60,64,88,28
2/11/13,90,22,83,89,64,0,93,84,19,80,84,93,85,52,84,27.870001
2/12/13,91,44,71,90,59,0,80,86,21,85,89,81,94,62,86,27.91
2/13/13,89,33,77,87,73,0,77,86,20,89,84,75,88,48,84,27.92
2/14/13,87,0,78,79,54,0,69,78,21,80,71,72,83,46,85,28.139999
2/15/13,84,30,67,78,44,0,68,74,19,80,62,69,78,50,83,28.040001
2/16/13,76,51,74,83,47,0,65,79,22,55,64,79,60,66,88,28.1
2/17/13,78,25,74,93,49,98,72,82,22,47,79,97,57,63,88,28.18
2/18/13,88,32,83,91,31,0,59,85,22,89,79,80,92,64,83,28.32
2/19/13,92,28,87,90,77,82,59,87,21,100,90,88,91,64,85,28.110001
2/20/13,95,29,75,89,52,0,53,87,23,98,89,83,90,65,92,28.25
2/21/13,94,100,87,86,36,0,54,85,21,97,83,81,94,63,87,28.16
2/22/13,88,52,87,82,65,0,51,79,22,88,75,73,82,66,87,28.16
2/23/13,78,25,68,85,46,0,57,78,24,62,70,79,60,56,88,28.370001
2/24/13,80,62,58,89,36,47,55,82,27,54,91,88,64,61,85,28.610001
2/25/13,90,21,82,87,56,0,51,85,22,95,85,74,85,49,83,28.610001
2/26/13,92,63,88,92,30,0,54,85,19,96,95,80,92,59,88,28.799999
2/27/13,91,35,80,92,31,41,49,87,24,92,98,81,97,51,87,28.559999
2/28/13,91,22,73,91,79,0,50,87,22,87,94,88,95,41,84,28.6
3/1/13,86,37,78,83,32,0,53,78,22,84,76,73,79,50,81,28.700001
3/2/13,74,38,72,87,49,0,53,79,20,56,80,81,58,68,81,28.59
3/3/13,77,38,72,90,36,0,52,84,23,48,83,87,62,57,82,29.610001
3/4/13,90,28,82,88,23,41,46,86,21,84,90,85,92,52,85,30.280001
3/5/13,90,64,72,92,26,0,44,85,22,97,96,82,95,53,87,28.940001
3/6/13,90,64,75,91,46,0,40,84,23,92,94,79,97,48,86,28.790001
3/7/13,92,64,80,87,31,0,41,85,24,94,88,74,93,44,84,28.690001
3/8/13,82,59,84,77,32,0,41,77,19,78,72,76,81,55,82,28.969999
3/9/13,74,25,76,86,48,0,39,78,23,49,76,74,56,45,82,28.83
3/10/13,74,49,68,90,30,0,40,84,22,50,85,84,56,60,82,28.790001
3/11/13,87,28,77,89,30,40,40,86,20,85,86,75,88,58,81,29.77
3/12/13,89,69,79,88,35,0,40,86,24,79,93,78,89,51,83,30.83
3/13/13,90,28,74,88,45,40,39,85,60,89,92,72,91,51,83,30.6
3/14/13,91,21,69,83,53,0,39,82,100,90,89,76,89,55,81,31.76
3/15/13,84,44,87,81,64,0,40,75,77,85,74,72,78,51,81,31.940001
3/16/13,74,33,67,81,60,0,42,74,63,58,79,72,59,61,80,31.790001
3/17/13,77,37,65,92,35,0,45,83,57,54,100,93,58,53,81,32.610001
3/18/13,87,83,81,90,25,40,40,85,47,90,89,80,86,45,80,33.099998
3/19/13,91,35,81,92,20,0,40,90,45,92,93,82,89,53,84,32.720001
3/20/13,89,63,77,89,66,0,35,86,37,88,92,75,92,60,86,33.16
3/21/13,87,21,85,82,21,0,36,83,34,92,84,73,90,43,83,33.490002
3/22/13,80,22,69,73,26,0,34,74,29,78,74,62,77,54,77,33.75
3/23/13,71,25,77,80,45,0,38,75,29,52,67,77,50,66,80,33.310001
3/24/13,73,37,64,89,44,0,38,80,31,51,84,81,56,60,80,32.990002
3/25/13,85,42,85,84,20,0,42,83,26,84,78,75,79,53,81,32.66
3/26/13,86,32,77,86,46,41,33,81,26,89,78,61,82,49,83,32.689999
3/27/13,85,22,74,81,21,42,34,80,27,82,79,79,86,58,84,33.029999
3/28/13,81,56,71,77,38,0,37,74,26,87,70,66,81,61,80,33.529999
3/29/13,74,24,57,74,58,0,36,73,27,73,62,64,61,61,81,33.849998
3/30/13,66,26,74,71,47,0,33,68,25,48,59,67,44,53,74,37.16
3/31/13,68,79,49,80,70,0,38,71,28,48,64,72,54,59,76,36.91
1/1/14,64,0,76,63,42,0,90,61,60,48,54,66,37,83,83,36.130001
1/2/14,82,31,92,82,62,0,99,78,64,87,57,75,62,82,97,36.41
1/3/14,80,62,100,80,41,0,100,77,67,79,45,76,62,95,97,35.759998
1/4/14,73,35,90,78,45,0,95,74,69,57,55,87,45,89,98,35.529999
1/5/14,73,34,80,90,45,51,87,80,62,57,62,92,44,78,96,36.040001
1/6/14,87,45,93,93,100,0,92,88,61,99,76,92,75,80,96,34.98
1/7/14,89,48,97,89,58,0,85,88,56,100,73,83,88,73,95,35.779999
1/8/14,91,44,83,100,96,0,86,92,56,98,76,100,94,80,100,36.759998
1/9/14,91,29,77,91,39,0,86,89,52,99,79,84,89,69,97,36.889999
1/10/14,85,60,79,84,40,0,86,81,58,93,75,78,77,79,97,36.380001
1/11/14,72,34,89,86,60,51,76,76,60,55,70,80,61,86,91,36.169998
1/12/14,74,34,82,97,60,50,82,84,64,54,77,93,62,87,95,35.93
1/13/14,89,28,97,97,50,0,82,89,59,92,79,86,86,71,95,36.060001
1/14/14,92,29,82,95,95,0,81,90,54,87,83,87,91,85,99,36.810001
1/15/14,92,43,90,96,63,43,75,91,58,93,84,83,94,80,98,36.029999
1/16/14,90,44,84,91,51,0,75,90,56,94,87,79,92,76,99,36.27
1/17/14,86,60,85,78,70,0,73,79,49,95,66,73,83,71,98,36.66
1/18/14,75,68,92,81,68,0,74,78,66,58,70,88,63,86,96,36.860001
1/19/14,75,100,77,92,59,0,80,81,59,49,69,92,64,81,92,37.84
1/20/14,87,58,83,91,64,43,83,85,52,83,75,85,86,77,97,36.48
1/21/14,91,43,71,86,56,0,72,87,60,98,81,86,96,73,100,36.349998
1/22/14,91,57,88,86,75,0,71,88,63,96,84,84,100,71,98,35.82
1/23/14,89,58,85,82,32,0,78,84,56,93,81,78,95,77,96,36.18
1/24/14,85,45,82,74,66,0,91,78,50,90,66,68,82,65,93,36.560001
1/25/14,71,0,79,76,60,0,72,70,54,52,64,78,53,82,90,36.799999
1/26/14,72,33,66,87,44,50,83,78,60,54,73,95,60,76,92,37.169998
1/27/14,88,0,81,82,50,0,75,85,52,93,74,73,88,74,94,37.470001
1/28/14,90,65,87,80,74,0,78,84,57,94,79,78,91,64,95,37.610001
1/29/14,89,28,76,83,69,0,73,83,53,97,75,82,95,78,96,37.619999
1/30/14,88,29,75,80,26,43,73,81,50,94,71,77,81,72,94,37.419998
1/31/14,86,60,82,76,53,45,83,74,56,82,60,64,77,78,96,37.509998
2/1/14,74,0,74,76,59,0,99,73,77,56,61,80,53,78,92,37.75
2/2/14,73,65,73,83,44,49,81,75,80,49,69,84,60,84,91,37.98
2/3/14,87,47,84,82,44,0,71,81,67,90,74,73,83,78,89,37.689999
2/4/14,100,28,90,86,69,0,78,86,74,95,81,76,91,85,97,37.540001
2/5/14,98,57,96,85,38,43,74,86,69,94,85,76,96,76,95,37.470001
2/6/14,89,98,72,82,86,0,68,80,58,91,71,71,88,72,87,37.860001
2/7/14,84,33,82,72,54,0,66,73,54,85,67,65,75,82,88,38.310001
2/8/14,72,33,86,77,66,0,69,71,60,55,61,77,55,74,90,37.779999
2/9/14,73,33,72,84,65,49,67,79,59,51,81,91,58,86,89,38.41
2/10/14,87,56,86,84,37,0,73,84,49,91,87,78,89,64,91,38.110001
2/11/14,91,28,80,85,37,0,78,84,50,92,83,87,93,75,93,38.150002
2/12/14,91,57,87,87,57,0,73,86,54,95,89,77,94,64,92,37.900002
2/13/14,88,38,85,80,70,0,71,80,58,95,83,70,89,73,94,37.82
2/14/14,78,30,82,69,59,0,63,68,55,80,58,60,70,61,86,38.02
2/15/14,69,33,91,79,60,0,69,69,75,55,68,75,56,69,87,38.27
2/16/14,73,66,68,87,22,0,83,77,73,49,79,80,55,74,92,37.889999
2/17/14,85,57,78,84,50,0,76,81,72,88,84,82,85,69,88,37.700001
2/18/14,89,56,82,85,56,0,72,85,63,93,76,80,90,61,94,38.049999
2/19/14,90,57,85,88,44,0,74,82,52,87,84,73,91,72,92,39.549999
2/20/14,88,29,76,82,69,0,69,82,51,92,80,73,91,97,94,39.27
2/21/14,83,0,83,73,59,0,65,73,55,86,66,63,76,82,88,40.330002
2/22/14,71,67,86,75,44,0,67,72,57,50,66,74,57,83,86,40.16
